transaction_id,Date,store_id,store_location,product_id,product_name,category,quantity_sold,unit_price,total_sales,payment_method
164,4/9/2026,6,Elvas,1117,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,Sports,7,62.98,440.86,Mobile Payment
165,5/26/2025,2,Pura,3943,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Sports,13,31.62,411.06,Debit Card
166,9/18/2025,5,Bošnjaci,3257,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,Home & Kitchen,1,309.39,309.39,Mobile Payment
167,8/22/2025,10,An Naşr,4282,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,Beauty,15,114.34,1715.1,Credit Card
168,12/29/2025,8,Hāsilpur,2143,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,Home & Kitchen,20,464.04,9280.8,Credit Card
169,12/29/2025,2,Pulong Sampalok,5270,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,Electronics,9,267.18,2404.62,Cash
170,8/12/2025,10,Kazo,5640,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Beauty,17,479.44,8150.48,Mobile Payment
171,3/16/2026,2,Watuweri,9597,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,Home & Kitchen,11,166.15,1827.65,Credit Card
172,5/2/2025,7,Burgas,6397,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,Electronics,7,109.24,764.68,Credit Card
173,3/29/2026,2,Cikomara,6005,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Electronics,17,249.23,4236.91,Debit Card
174,4/4/2025,9,Cikaduen,8560,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,Sports,5,261.06,1305.3,Debit Card
175,11/1/2025,8,Xishan,8881,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Beauty,19,115.73,2198.87,Mobile Payment
176,10/22/2025,6,Trancas,3163,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,Electronics,3,163.54,490.62,Debit Card
177,2/1/2026,8,Unity,2156,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Electronics,7,107.57,752.99,Debit Card
178,4/24/2026,3,Rumilly,9391,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Clothing,20,70.07,1401.4,Credit Card
179,5/1/2025,6,Drayton Valley,8758,iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Sports,19,348.32,6618.08,Credit Card
180,4/27/2025,5,Tashang,1824,dolor quis odio consequat varius integer ac leo pellentesque ultrices,Clothing,16,234.08,3745.28,Debit Card
181,5/13/2025,6,Djibouti,7664,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,Beauty,7,71.63,501.41,Cash
182,2/1/2026,7,Krzyżanowice,5525,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Clothing,12,445.53,5346.36,Mobile Payment
183,8/11/2025,9,Litibakul,9679,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,Sports,12,221.8,2661.6,Credit Card
184,9/4/2025,4,Buliok,4598,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,Electronics,10,111.09,1110.9,Debit Card
185,5/1/2026,4,Cibenda,1341,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,Sports,12,377.79,4533.48,Debit Card
186,7/7/2025,5,Shahre Jadide Andisheh,7155,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,Electronics,6,447.34,2684.04,Cash
187,12/6/2025,3,As Sayyānī,1306,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,Sports,4,443.19,1772.76,Cash
188,1/7/2026,6,Czarnożyły,9221,duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Home & Kitchen,3,93.77,281.31,Debit Card
189,1/7/2026,7,Masinloc,5334,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,Clothing,3,157.85,473.55,Debit Card
190,6/20/2025,2,Hongxi,2625,lacinia sapien quis libero nullam sit amet turpis elementum ligula,Home & Kitchen,19,346.48,6583.12,Debit Card
191,8/20/2025,5,Mingyihe,1284,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Beauty,6,10.86,65.16,Mobile Payment
192,1/23/2026,2,Haibara,4443,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,Electronics,15,247.13,3706.95,Mobile Payment
193,5/29/2025,10,Shah Alam,8070,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,Beauty,10,65.53,655.3,Mobile Payment
194,12/16/2025,8,Bennäs,4258,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,Sports,3,167.34,502.02,Cash
195,8/17/2025,5,Marietta,9801,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,Electronics,4,463.07,1852.28,Credit Card
196,11/23/2025,2,Xinyan,4586,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,Electronics,4,493.3,1973.2,Cash
197,3/13/2026,7,Qiangtou,1479,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Home & Kitchen,15,261.38,3920.7,Debit Card
198,1/12/2026,8,Naru,9248,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,Home & Kitchen,7,48.07,336.49,Cash
199,4/25/2026,9,Yishi,9385,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,Home & Kitchen,17,318.26,5410.42,Credit Card
200,9/23/2025,5,Tongyu,1193,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Sports,7,308.79,2161.53,Debit Card
201,7/9/2025,1,Ungheni,5871,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Home & Kitchen,15,207.0,3105.0,Mobile Payment
202,3/28/2026,4,Makata,2193,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,Home & Kitchen,8,408.35,3266.8,Debit Card
203,9/10/2025,10,Chartres,2438,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,Clothing,7,443.54,3104.78,Mobile Payment
204,4/30/2026,2,Wat Bot,4571,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,Beauty,20,8.11,162.2,Cash
205,12/31/2025,5,München,1007,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,Electronics,8,192.79,1542.32,Cash
206,9/21/2025,10,Libertad,6288,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Beauty,3,72.23,216.69,Credit Card
207,2/6/2026,2,Laon,4559,non mauris morbi non lectus aliquam sit amet diam in magna bibendum,Home & Kitchen,12,367.59,4411.08,Cash
208,5/14/2025,1,Jingxi,6677,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,Electronics,7,159.4,1115.8,Cash
209,9/6/2025,6,Zhu’ao,3090,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,Home & Kitchen,15,301.89,4528.35,Credit Card
210,1/10/2026,7,Iranduba,2902,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,Beauty,6,409.64,2457.84,Mobile Payment
211,10/18/2025,8,Saint Petersburg,7919,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,Electronics,16,144.0,2304.0,Mobile Payment
212,4/2/2026,5,Mpulungu,8777,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,Electronics,7,451.55,3160.85,Mobile Payment
213,9/20/2025,8,Châteauroux,9724,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Clothing,7,458.65,3210.55,Mobile Payment
214,3/9/2026,5,Arbaoua,3529,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Sports,1,349.41,349.41,Mobile Payment
215,8/15/2025,1,Lisovi Sorochyntsi,6987,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,Home & Kitchen,18,451.64,8129.52,Mobile Payment
216,6/10/2025,9,Petropavlovsk,6705,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,Electronics,12,318.7,3824.4,Credit Card
217,8/1/2025,4,Motuo,7389,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,Sports,19,60.84,1155.96,Debit Card
218,5/3/2026,5,Wuxia,6521,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Clothing,14,91.37,1279.18,Mobile Payment
219,9/30/2025,3,Takahama,1134,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,Clothing,15,468.5,7027.5,Credit Card
220,3/18/2026,1,Vratsa,8011,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,Home & Kitchen,2,176.24,352.48,Mobile Payment
221,6/22/2025,5,Piojó,4624,purus sit amet nulla quisque arcu libero rutrum ac lobortis,Home & Kitchen,2,207.72,415.44,Mobile Payment
222,9/9/2025,10,Xiayang,2532,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,Beauty,5,400.37,2001.85,Credit Card
223,9/10/2025,8,Shidong,6852,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,Beauty,20,461.79,9235.8,Mobile Payment
224,4/14/2025,1,Zhize,1803,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,Home & Kitchen,12,31.97,383.64,Mobile Payment
225,1/3/2026,7,Muramvya,7391,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,Home & Kitchen,4,8.21,32.84,Mobile Payment
226,10/23/2025,8,Hongguang,4932,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,Clothing,3,30.53,91.59,Credit Card
227,7/17/2025,7,Chichigalpa,3026,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,Electronics,13,357.85,4652.05,Cash
228,10/31/2025,3,Las Vegas,6035,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Home & Kitchen,9,220.15,1981.35,Debit Card
229,4/25/2026,7,Bantarjati,3561,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,Sports,20,335.93,6718.6,Mobile Payment
230,5/10/2025,5,Tunjë,7114,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Home & Kitchen,20,380.95,7619.0,Credit Card
231,8/26/2025,2,Biankouma,3312,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Electronics,1,351.95,351.95,Debit Card
232,4/7/2025,8,Smoky Lake,6065,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,Electronics,20,136.87,2737.4,Cash
233,12/16/2025,1,Pontes,8460,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Clothing,2,402.06,804.12,Cash
234,5/8/2025,1,Pagelaran,3541,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,Clothing,1,57.21,57.21,Credit Card
235,10/3/2025,4,Santo Niño,1526,phasellus in felis donec semper sapien a libero nam dui,Beauty,14,365.79,5121.06,Debit Card
236,12/12/2025,4,Tangnan,6062,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,Sports,3,491.2,1473.6,Debit Card
237,2/5/2026,6,Dallas,3609,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Sports,4,92.59,370.36,Debit Card
238,10/24/2025,9,Nazareth,8294,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,Beauty,6,45.6,273.6,Credit Card
239,3/27/2026,7,Bidyā,3309,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,Electronics,1,39.37,39.37,Cash
240,8/25/2025,5,Port-de-Paix,3208,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,Clothing,15,338.58,5078.7,Credit Card
241,8/27/2025,1,Santa Cruz,8001,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,Clothing,8,465.99,3727.92,Cash
242,2/25/2026,2,Zhanlong,1357,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,Electronics,3,321.12,963.36,Mobile Payment
243,8/29/2025,6,Sukasari,4474,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,Electronics,17,449.85,7647.45,Debit Card
244,10/12/2025,7,Durham,1057,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,Home & Kitchen,1,309.2,309.2,Credit Card
245,5/9/2025,2,Khūgyāṉī,8769,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,Beauty,17,174.16,2960.72,Debit Card
246,11/12/2025,3,Capivari,9472,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Home & Kitchen,8,174.39,1395.12,Credit Card
247,12/24/2025,10,Kalininaul,8199,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,Sports,3,75.06,225.18,Credit Card
248,9/10/2025,2,Colca,7717,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,Home & Kitchen,9,137.89,1241.01,Mobile Payment
249,2/16/2026,2,Naguilian,9916,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Home & Kitchen,12,206.61,2479.32,Cash
250,6/2/2025,5,Maha Sarakham,2033,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,Beauty,8,401.93,3215.44,Mobile Payment
251,1/27/2026,6,Monastyrishche,4323,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,Home & Kitchen,16,22.16,354.56,Mobile Payment
252,12/14/2025,7,Florida,9364,elementum ligula vehicula consequat morbi a ipsum integer a nibh in,Home & Kitchen,2,194.12,388.24,Cash
253,2/9/2026,7,Triteh,1917,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Electronics,18,435.1,7831.8,Debit Card
254,4/20/2026,4,Maceda,1530,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,Sports,1,352.85,352.85,Debit Card
255,6/2/2025,1,Sanban,8320,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,Electronics,7,149.59,1047.13,Cash
256,1/25/2026,6,Gandara,3800,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Electronics,11,23.18,254.98,Mobile Payment
257,2/18/2026,9,Viana do Castelo,8430,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,Electronics,19,139.75,2655.25,Mobile Payment
258,7/18/2025,8,Ölgiy,9460,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Sports,15,240.82,3612.3,Cash
259,1/7/2026,2,Aksakovo,2549,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,Beauty,7,387.58,2713.06,Mobile Payment
260,11/19/2025,8,Tubajon,3550,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,Home & Kitchen,12,177.36,2128.32,Cash
261,11/11/2025,6,Caraga,5883,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Home & Kitchen,12,389.83,4677.96,Credit Card
262,11/27/2025,8,Jingxiyuan,4071,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,Home & Kitchen,7,488.1,3416.7,Debit Card
263,3/26/2026,8,Trinidad,4444,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,Electronics,13,5.72,74.36,Debit Card
264,7/2/2025,7,Padangtiji,9371,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,Sports,20,342.54,6850.8,Mobile Payment
265,4/25/2026,8,Efkarpía,3878,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Sports,20,269.63,5392.6,Cash
266,12/16/2025,10,Wojsławice,4483,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,Home & Kitchen,13,383.31,4983.03,Credit Card
267,3/14/2026,3,Téra,4526,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,Home & Kitchen,18,386.0,6948.0,Credit Card
268,2/21/2026,4,Shishan,8913,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,Electronics,2,100.2,200.4,Credit Card
269,1/25/2026,4,São José de Mipibu,2083,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Clothing,17,342.01,5814.17,Cash
270,5/9/2025,5,Bolilao,7194,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,Electronics,19,167.18,3176.42,Debit Card
271,12/17/2025,10,Truskavets,5878,et tempus semper est quam pharetra magna ac consequat metus,Clothing,3,271.36,814.08,Debit Card
272,6/21/2025,10,Nevinnomyssk,2282,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Sports,17,190.38,3236.46,Debit Card
273,6/28/2025,9,Týn nad Vltavou,4442,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Home & Kitchen,13,483.96,6291.48,Credit Card
274,7/27/2025,9,Penanggungan,1678,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Sports,19,16.57,314.83,Mobile Payment
275,8/1/2025,3,Funan Chengguanzhen,4704,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,Clothing,11,325.2,3577.2,Cash
276,4/24/2025,8,Omutninsk,7220,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,Home & Kitchen,3,495.5,1486.5,Cash
277,1/7/2026,3,Sertânia,7908,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,Sports,17,430.8,7323.6,Credit Card
278,3/12/2026,8,Tarko-Sale,9415,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,Electronics,5,255.3,1276.5,Cash
279,8/5/2025,6,Noeltoko,7168,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,Beauty,7,377.87,2645.09,Credit Card
280,5/2/2026,5,Amancio,4675,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,Sports,1,448.15,448.15,Credit Card
281,11/25/2025,5,Nogueira,4912,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,Beauty,6,180.69,1084.14,Debit Card
282,4/12/2026,6,Berlin,8828,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,Electronics,16,348.99,5583.84,Credit Card
283,11/11/2025,7,Paloh,4577,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,Beauty,4,285.73,1142.92,Mobile Payment
284,5/3/2026,8,Tiexi,7193,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Clothing,4,224.68,898.72,Cash
285,12/12/2025,4,Karajeun,1223,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Sports,14,446.75,6254.5,Debit Card
286,12/27/2025,3,Itapeva,2622,faucibus cursus urna ut tellus nulla ut erat id mauris,Beauty,13,256.93,3340.09,Cash
287,10/3/2025,4,Adrasmon,9760,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,Clothing,11,214.32,2357.52,Cash
288,8/28/2025,1,Żarów,3416,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Clothing,7,46.65,326.55,Cash
289,4/15/2026,6,Sumbersih,4545,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,Electronics,10,47.78,477.8,Mobile Payment
290,8/8/2025,3,Sufang,3837,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Electronics,5,110.99,554.95,Mobile Payment
291,9/24/2025,5,Izyum,1157,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,Home & Kitchen,16,80.38,1286.08,Debit Card
292,6/21/2025,10,Shanhou,6115,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Sports,9,410.68,3696.12,Mobile Payment
293,4/24/2025,9,Wates,9723,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Beauty,10,397.45,3974.5,Mobile Payment
294,2/26/2026,3,Dakoutun,7363,in eleifend quam a odio in hac habitasse platea dictumst maecenas,Electronics,7,338.93,2372.51,Mobile Payment
295,8/9/2025,10,Kiiminki,8715,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,Home & Kitchen,16,409.17,6546.72,Debit Card
296,7/24/2025,6,Seydi,2401,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Home & Kitchen,8,80.77,646.16,Debit Card
297,7/13/2025,3,Yongqin,8318,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,Sports,7,446.92,3128.44,Credit Card
298,2/25/2026,3,Kashihara-shi,7740,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,Electronics,20,463.04,9260.8,Debit Card
299,11/20/2025,9,Borovan,9810,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Clothing,9,306.22,2755.98,Cash
300,9/27/2025,9,Upton,9585,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,Electronics,11,216.6,2382.6,Mobile Payment
301,9/11/2025,10,Qingtaiping,9735,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Home & Kitchen,19,351.66,6681.54,Cash
302,10/9/2025,3,Lavaltrie,8177,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,Electronics,8,262.54,2100.32,Mobile Payment
303,4/11/2025,6,Mahuta,2865,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,Clothing,5,147.53,737.65,Debit Card
304,9/24/2025,6,Madolenihm Municipality Government,3144,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Home & Kitchen,15,465.19,6977.85,Debit Card
305,8/1/2025,5,Baizhu,2748,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,Clothing,11,141.63,1557.93,Cash
306,2/21/2026,4,Prokhladnyy,9591,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Electronics,20,100.87,2017.4,Credit Card
307,9/6/2025,8,Tuzhai,9976,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,Clothing,9,166.6,1499.4,Credit Card
308,2/8/2026,2,Gununggoong,8260,nulla integer pede justo lacinia eget tincidunt eget tempus vel,Beauty,17,472.45,8031.65,Credit Card
309,4/20/2026,10,Orguz,3481,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,Sports,9,82.08,738.72,Cash
310,6/10/2025,4,Santiago,3192,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,Beauty,3,491.26,1473.78,Debit Card
311,11/6/2025,4,Laoqiao,9918,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,Clothing,18,390.67,7032.06,Credit Card
312,4/17/2025,3,Kelungkung,3015,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,Clothing,3,36.3,108.9,Debit Card
313,6/10/2025,1,Bilicenii Vechi,5207,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,Home & Kitchen,7,198.09,1386.63,Credit Card
314,3/21/2026,7,Amarillo,3016,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,Beauty,12,78.22,938.64,Credit Card
315,4/23/2025,9,Barvinkove,9872,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,Home & Kitchen,11,32.5,357.5,Credit Card
316,11/10/2025,5,Cikondang,2995,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,Beauty,12,430.77,5169.24,Debit Card
317,4/30/2026,2,Yalukou,3510,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,Home & Kitchen,12,59.07,708.84,Cash
318,10/27/2025,9,Muang Phôn-Hông,4744,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,Electronics,14,43.23,605.22,Mobile Payment
319,6/8/2025,10,Sovetakan,2209,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,Sports,14,476.05,6664.7,Credit Card
320,5/6/2025,1,Kresna,2074,in tempus sit amet sem fusce consequat nulla nisl nunc,Electronics,1,279.9,279.9,Debit Card
321,6/18/2025,1,Starominskaya,5529,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,Beauty,12,118.86,1426.32,Debit Card
322,6/7/2025,8,Ceará Mirim,3816,in felis eu sapien cursus vestibulum proin eu mi nulla,Home & Kitchen,2,85.78,171.56,Cash
323,12/11/2025,7,Balazar,8624,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,Sports,12,331.2,3974.4,Debit Card
324,5/1/2025,6,Giesteira,3471,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,Sports,1,144.11,144.11,Debit Card
325,1/17/2026,3,Bang Krathum,6260,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Home & Kitchen,10,68.88,688.8,Mobile Payment
326,4/16/2025,4,Buenavista,1105,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,Home & Kitchen,10,284.54,2845.4,Mobile Payment
327,6/1/2025,1,Shajing,8330,turpis a pede posuere nonummy integer non velit donec diam neque,Home & Kitchen,16,197.95,3167.2,Mobile Payment
